SlNo,Slide_No,State,District,Slide_Name,Latitude,Longitude,History,event_date,rainfall_mm
24107,MIZ/LUN/84A12/2025/157,Mizoram,Lunglei,,23.104623,92.747711,1 June 2025,2025-06-01,124.09999714419246
24146,NG/TSG/83J16/2018/002,Nagaland,Tuensang,Chessore landslide,23.725778,91.645694,"2015, 11 May 2018",2018-05-11,9.34499978274107
24660,NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,25.716110229492188,94.08882904052734,03 July 2013,2013-07-03,23.529999636113644
24708,NL/KOH/83G14/2014/15,Nagaland,Kohima,Piphema Peducha,25.74696922302246,93.9816665649414,08 September 2013,2013-09-08,5.229999899864197
24751,NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,25.769390106201172,93.80278015136719,16 July 2013,2013-07-16,22.92499934323132
24795,NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,25.784170150756836,93.80027770996094,16 July 2013,2013-07-16,25.844999658875167
25793,NA/KOH/83K02/2024/02,Nagaland,Kohima,Kigwema Village,25.612499237060547,94.127197265625,06 July 2024,2024-07-06,4.689999938011169
25794,NA/CHU/83G13/2024/01,Nagaland,Chumoukedima,Pagala Pahar landslide,25.78529930114746,93.80139923095703,03 September 2024,2024-09-03,45.9199991626665
25796,NA/WOK/83J08/2024/01,Nagaland,Wokha,Near Hammock Restaurant,26.111335,94.257114,"2022, 15 July 2024",2024-07-15,10.669999732635915
25797,NA/WKH/83J8/2024/02,Nagaland,Wokha,Tchuyiro landslide,26.08945083618164,94.264217,23 July 2024,2024-07-23,0.8949999809265137
25798,NL/KOH/83K02/2022/001,Nagaland,Kohima,Meriema landslide,25.71711111,94.08561111,29 October 2017,2017-10-29,54.34999921545386
25799,NL/KOH/83K02/2022/002,Nagaland,Kohima,Meriema village landslide,25.712031,94.089791,12 September 2022,2022-09-12,29.929999113082886
25800,NL/KOH/83K02/2022/003,Nagaland,Kohima,Chiesema,25.7491204,94.0804548,25 September 2022,2022-09-25,12.824999649077654
25801,NL/KOH/83K02/2022/004,Nagaland,Kohima,New secretariat-Meriema road,25.7179491,94.0917724,28 September 2022,2022-09-28,24.564999371767044
25802,NL/KOH/83G13/2022/005,Nagaland,Kohima,Piphema,25.770055,93.937873,15 October 2022,2022-10-15,0.0
25803,NL/KOH/83G13/2022/006,Nagaland,Kohima,Piphema,25.771451,93.907041,30 September 2022,2022-09-30,0.5099999802187085
25807,NL/KOH/83K02/2022/010,Nagaland,Kohima,Piphema,25.770064,93.937891,12 November 2022,2022-11-12,0.0
25853,NL/KOH/83G13/2023/03,Nagaland,Kohima,Piphema,25.76618333,93.94043611,08 September 2023,2023-09-08,6.759999813511968
25868,NL/KOH/83K02/2023/19,Nagaland,Kohima,Khonoma,25.66754722,94.08075278,02 October 2023,2023-10-02,6.654999874532223
25907,NL/KOH/83K02/2023/58,Nagaland,Kohima,Kohima-Nuiland road,25.85442778,94.15844444,23 August 2018,2018-08-23,26.724999414756894
25908,NL/KOH/83K02/2023/59,Nagaland,Kohima,Kohima-Nuiland road,25.857991,94.159346,23 August 2018,2018-08-23,26.724999414756894
25922,NL/KOH/83K02/2024/014,Nagaland,Kohima,,25.660900115966797,94.05359649658203,"2015, 2020, 2023, 23 August 2024",2024-08-23,8.944999715313315
25923,NL/MOK/83J07/2025/01,Nagaland,Mokokchung,Longnak landslide,26.45277976989746,94.37525939941406,08 July 2025,2025-07-08,7.909999810159206
25924,NL/MOK/83J07/2025/02,Nagaland,Mokokchung,Merayim landslide,26.423137,94.382261,07 July 2025,2025-07-07,11.449999772012234
25925,NL/MOK/83J07/2025/03,Nagaland,Mokokchung,Changki slide_1,26.421859741210938,94.38520050048828,07 July 2025,2025-07-07,11.449999772012234
25926,NL/MOK/83J07/2025/04,Nagaland,Mokokchung,Changki slide_2,26.42534637451172,94.387013,07 July 2025,2025-07-07,11.449999772012234
25931,NA/KOH/83K02/2025/01,Nagaland,Kohima,Kisama slide,25.620830535888672,94.11572265625,"June 2017, 31 May 2025 at 21:00hrs",2025-05-31,24.59999966342002
25932,NL/TSE/83K01/2025/01,Nagaland,Tseminyu,Terogvunyu Village,25.881650924682617,94.19023132324219,19 January 2025,2025-01-19,0.0
25936,NAG/ KOH/ 83K2/ 2015/04,Nagaland,Kohima,171.20KM,25.686250686645508,94.04297222,"2014, 25 July 2025",2025-07-25,2.1599999647587538
25961,NL/DMR/83F-16/2019/01,Nagaland,Dimapur,Zhekhise Slide,26.072559356689453,93.9280014038086,09 May 2019,2019-05-09,0.0
25963,NL/WKH/83J04/2021/01,Nagaland,Wokha,"‘E’-Khel Slide, Wokha village",26.10694722,94.25328889,18 September 2021,2021-09-18,4.564999933354557
26714,SKM/EAST/78A11/2015/004,Sikkim,East Sikkim,Tumin Landslide,27.332080841064453,88.50901794433594,11 July 2015,2015-07-11,1.31499994546175
26728,SI/ESI/ 78A11/ 2021/RP1,Sikkim,East Sikkim,Ranipool to Pakyong road slide,27.25352778,88.60377778,"September 2020, 18-19 October 2021",2021-10-19,141.3899966031313
26736,SK/ES/78 A11/CL,Sikkim,East Sikkim,Chuba Landslide,27.27458333,88.55002778,18-19 October 2021,2021-10-19,168.0899965427816
26740,SK/ES/78 A/07/2021/14,Sikkim,East Sikkim,Dikchu-Samdong road,27.3699335,88.4859279,23 August 2021,2021-08-23,14.854999452829361
26745,SK/ES/78 A/11/2021/15,Sikkim,East Sikkim,Mangthang,27.2533846,88.5489504,22 August 2021,2021-08-22,26.549999423325062
26746,SK/ES/78 A11/PB,Sikkim,East Sikkim,Pagla Bhir,27.28666667,88.55347222,27 August 2021,2021-08-27,34.199999555945396
26752,SK/ES/78 A11/SG-1,Sikkim,East Sikkim,Sisa Golai Slide I,27.32663889,88.61016667,1 June 2021 at 10:30 hrs.,2021-06-01,11.527499817311764
26754,SK/ES/78 A11/TG-I,Sikkim,East Sikkim,Tamang Gompa Slide-I,27.33972222,88.62055556,8 June 2021 at night,2021-06-08,15.87499963492155
26755,SK/ES/78 A11/TVP-I,Sikkim,East Sikkim,Tashi View Point -I,27.37055556,88.61611111,5 June 2021 in the midnight,2021-06-05,30.44999985396862
26757,SK/ES/78 A/07/2021/13,Sikkim,South Sikkim,"Tokdey block, Lingmoo",27.3250091,88.4704442,"2020, 23 August 2021",2021-08-23,14.854999452829361
26760,SK/NS/78 A10/ Bop 1,Sikkim,North Sikkim,Bop Slide,27.61936111,88.66131389,18 June 2021,2021-06-18,17.61499932408333
26763,SK/ES/78 A11/IBP-I,Sikkim,East Sikkim,Indira Bye Pass -I,27.32888889,88.60777778,18 May 2021,2021-05-18,1.3399999886751175
26767,SK/ES/78 A11/PGS-I,Sikkim,East Sikkim,Paani House slide I,27.32320833,88.60986944,19 October 2021 at 20:00 hrs.,2021-10-19,132.6199974566698
26784,SKM/ Soreng/78 A08/2022/01,Sikkim,Soreng,01/JR/Baiguney,27.14871944,88.28128889,20 November 2022,2022-11-20,0.0
26792,SKM/ES/78 A12/2022/Kitgolai,Sikkim,Pakyong,Kitgolai Landslide,27.21391667,88.60833333,25 August 2022,2022-08-25,1.839999958872795
26795,SK/ES/78 A11/Sang,Sikkim,East Sikkim,Sang,27.25066667,88.53144444,"July 2019, 12 May 2022",2022-05-12,0.0
26797,SK/ES/78 A07/Sherwani 02,Sikkim,East Sikkim,Sherwani 02,27.24297222,88.47055556,15 June 2022,2022-06-15,29.51499935425818
26798,SKM/Geyzing/78A08/2022/01,Sikkim,Geyzing,Sikkip,27.19950556,88.32696111,"October 2020, 20 August 2022",2022-08-20,1.1899999715387821
26802,SKM/Pakyong/78A12/2023,Sikkim,Pakyong,Rangpo Check Post,27.17748333,88.52165833,"July 2020, 4 October 2023",2023-10-04,37.06499936059117
26806,SKM/MAN/78A11/11/2023,Sikkim,Mangan,South Dikchu,27.40251944,88.51868056,4 October 2023,2023-10-04,44.13499937206507
26810,SI/MAN/78A11/2025/1,Sikkim,Mangan,Phensang Landslide,27.443199157714844,88.60870361328125,21 July 2024,2024-07-21,3.989999902434647
26814,SK- 24/2011,Sikkim,West district,Tikjuk landslide,27.29166667,88.22000122070312,24 June 2011 at 23:30 hrs.,2011-06-24,2.779999975115061
26815,SK- 25/2011,Sikkim,West district,Pelling landslide,27.28777778,88.23277778,24 June 2011 at 23:00 hrs.,2011-06-24,2.779999975115061
26816,SKM-01/2012-13,Sikkim,East Sikkim,Saketang,27.26063889,88.71438889,7 June 2012 at 4:50 hrs.,2012-06-07,8.254999864846468
26817,SKM-02/2012-13,Sikkim,East Sikkim,Chopse Slide,27.26616667,88.72697222,7 June 2012 at 4:30 hrs.,2012-06-07,8.254999864846468
26818,SKM-03/2012-13,Sikkim,East Sikkim,Dharakham Slide,27.26544444,88.72252778,7 June 2012 at 4:50 hrs.,2012-06-07,8.254999864846468
26819,SKM-04/2012-13,Sikkim,East Sikkim,Rockse Slide 1,27.37441667,88.54505556,13 July 2012,2012-07-13,15.194999639876187
26820,SKM-05/2012-13,Sikkim,East Sikkim,Rockse Slide 2,27.36977778,88.54466667,13 July 2012,2012-07-13,15.194999639876187
26821,SKM-06/2012-13,Sikkim,North Sikkim,Pegong Slide,27.59027778,88.65394444,26 June 2012,2012-06-26,0.8550000041723251
26822,SKM-07/2012-13,Sikkim,North Sikkim,Theng Slide,27.57502778,88.65402778,22 June 2012,2012-06-22,24.959999343380332
26823,SKM-08/2012-13,Sikkim,North Sikkim,Tung Slide,27.56111111,88.65452778,22 June 2012,2012-06-22,24.959999343380332
26825,SKM-10/2012-13,Sikkim,North Sikkim,Singik Slide,27.56941667,88.65272222,22 June 2012,2012-06-22,24.959999343380332
26827,SKM/78A11/2009,Sikkim,North Sikkim,,27.51444444,88.56777778,9 May 2009 at 14.00 hrs.,2009-05-09,8.369999717921019
26844,TR/GMT/79M10/2018/007,Tripura,Gomati,Taidu Police Station landslide,23.794253,91.553533,20 May 2018,2018-05-20,21.589999690651894
26866,TR/GMT/79 M09/2018/008,Tripura,Gomati,Sontang no.3 landslide,23.98033332824707,91.475278,18 May 2018,2018-05-18,23.01499990746379
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,25.229556,93.15560150146484,02 April 2010,2010-04-02,18.254999574273825
521,AS/NC/83G04/2009/B-5,Assam,Dima Hasao,Phaiding Landslide,26.20261001586914,91.14527893066406,20 August 2009,2009-08-20,6.084999763406813
589,AS/UDA/83B01/2021/02,Assam,Udalguri,,26.889690399169922,92.1226577758789,28 April 2021,2021-04-28,0.7800000049173832
590,AS/UDA/83B01/2021/01,Assam,Udalguri,,26.89073944091797,92.12068176269531,28 April 2021,2021-04-28,0.7800000049173832
793,AS-01/2012-13,Assam,Kamrup,Handique Nagar slide,26.14988889,91.77394444,"1 May 2025, 2300hrs",2025-05-01,48.08999947831035
794,AS-02/2012-13,Assam,Kamrup,Lalunggaon Slide,26.10891667,91.74175262451172,"22 June 2012, 03.30hrs",2012-06-22,15.564999591559172
796,AS-04/2012-13,Assam,Kamrup,Udayanchal Slide,26.15333333,91.77711111,25 June 2012 12:30hrs,2012-06-25,85.07999835163355
797,AS-05/2012-13,Assam,Kamrup,Tilabazar Slide,26.15052778,91.72766667,"27 June 2012, 0030hrs",2012-06-27,18.874999672174454
798,AS-06/2012-13,Assam,Kamrup,Mathurangar Hillside slide,26.16405556,91.72827778,26 June 2012 06:45hrs,2012-06-26,13.984999728389084
800,AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,26.158193,91.755807,06 June 2025,2025-06-06,3.9549999311566353
842,6986,Assam,Kamrup,Sundarpur village,25.757752,91.252285,17 July 2014,2014-07-17,0.7299999743700027
843,7077,Assam,Kamrup (Metro),708,26.23801612854004,91.945953,2 November 2025,2025-11-02,0.0
844,7115,Assam,Kamrup,lepgaon,25.872268,91.213965,23 September 2014,2014-09-23,0.07000000029802322
845,7192,Assam,Kamrup,,26.2272613,91.6922458,26 December 2008,2008-12-26,1.484999980777502
847,7194,Assam,Kamrup,,26.246980667114258,91.964383,05 July 2025,2025-07-05,14.539999787695706
848,7195,Assam,Kamrup (Metro),Nalgedra,26.11956024169922,92.052125,05 June 2025,2025-06-05,1.259999968111515
849,7196,Assam,Dima Hasao,,25.698139190673828,93.129423,05 June 2025,2025-06-05,0.0
850,7197,Assam,Dima Hasao,,25.64851188659668,93.121528,05 June 2025,2025-06-05,0.0
852,7201,Assam,West Khasi Hills,Harsanagar,25.740148,91.224044,18 July 2014,2014-07-18,2.6099998839199543
856,7241,Assam,Kamrup (Metro),Amchong tea estate,26.156633377075195,91.9385757446289,8 August 2024,2024-08-08,43.649998746812344
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,27.58741667,91.88694444,22 April 2016,2016-04-22,26.474999092519283
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,27.58741667,91.88694444,22 April 2016,2016-04-22,26.474999092519283
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,27.59152778,91.88044444,23 April 2016,2016-04-23,1.0299999620765448
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,27.587417,91.886944,22 April 2016,2016-04-22,26.474999092519283
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,27.587417,91.886944,22 April 2016,2016-04-22,26.474999092519283
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,27.58941650390625,91.861444,23 April 2016,2016-04-23,1.0299999620765448
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,27.591388702392578,91.90249633789062,23 April 2016,2016-04-23,1.4399999491870403
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,27.591806411743164,91.865028,22 April 2016,2016-04-22,26.474999092519283
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,27.593139,91.873889,22 April 2016,2016-04-22,26.474999092519283
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,27.593361,91.879444,23 April 2016,2016-04-23,1.0299999620765448
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,27.596639,91.878972,23 April 2016,2016-04-23,1.0299999620765448
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,27.596639,91.878972,23 April 2016,2016-04-23,1.0299999620765448
1771,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,,28.38919722,95.92776111,24 April 2024,2024-04-24,8.159999871626496
2078,7386,Arunachal Pradesh,Papum Pare,Niti Vihar,27.099285125732422,93.614766,16 March 2026,2026-03-16,5.054999860003591
18354,MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,24.406389236450195,94.06582641601562,7 September 2007,2007-09-07,18.844999440014362
18716,MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,24.81722068786621,93.51721954345703,16 June 2007,2007-06-16,39.80499940831214
18718,MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,24.817779541015625,93.51583099365234,10 September 2007,2007-09-10,9.449999710544944
18759,MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,24.832780838012695,93.46333312988281,1 July 2008,2008-07-01,2.3124999403953552
18802,MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,24.848329544067383,93.45916748046875,12 September 2007,2007-09-12,0.699999988079071
18803,MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,24.848329544067383,93.45916748046875,19 June 2008,2008-06-19,1.774999925866723
18997,MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,24.98611068725586,93.50582885742188,24 August 2007,2007-08-24,1.7949999421834946
19011,MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,24.990829467773438,93.50582885742188,28 August 2007,2007-08-28,5.759999915957451
19012,MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,24.990829467773438,93.50582885742188,28 August 2007,2007-08-28,5.759999915957451
19016,MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,24.993059158325195,93.49749755859375,28 August 2007,2007-08-28,10.984999725595117
19019,MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,24.99694061279297,93.5022201538086,28 August 2007,2007-08-28,5.759999915957451
19515,MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,25.472169876098633,94.15432739257812,09 September 2007,2007-09-09,5.614999920129776
19575,MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,24.985000610351562,93.52113889,31 May 2011,2011-05-31,25.78999932575971
19576,MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,24.79083333,93.72333333,6 July 2011,2011-07-06,5.089999817311764
19578,ML-94/2011,Manipur,Ri-Bhoi,Umsaw Khwan slide,25.67469444,91.88652778,26 June 2011,2011-06-26,8.669999837875366
19582,MN-10/2010,Manipur,Tamenglong,None slide,24.86469444,93.62116667,08 June 2010,2010-06-08,48.559999075718224
19583,MN-11/2010,Manipur,Tamenglong,Khumji slide,24.86297222,93.62397222,08 June 2010,2010-06-08,48.559999075718224
19584,MN-12/2010,Manipur,Tamenglong,Khoupum slide,24.73133333,93.92738889,28 March 2010,2010-03-28,37.664999461732805
19737,MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,25.201000213623047,91.23400115966797,12 August 2008,2008-08-12,25.269999348558486
19739,MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,25.202829360961914,91.2090835571289,10 August 2008,2008-08-10,22.624999333173037
19885,MEG/EKH/78O11/2024/03,Meghalaya,East Khasi Hills,,25.28236861,91.73874417,30 May 2024 at 02:00 AM.,2024-05-30,46.15499861165881
19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,,25.29599952697754,91.93199920654297,04 April 2022,2022-04-04,64.08999809995294
19915,MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,25.31488037109375,91.44912719726562,19 July 2007,2007-07-19,48.494999170303345
19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,25.31488037109375,91.33367156982422,19 July 2007,2007-07-19,40.25499910116196
19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,25.318479537963867,91.45262145996094,19 July 2007,2007-07-19,48.494999170303345
19995,MEG/EJH/83C07/2024/02,Meghalaya,East Jaintia Hills,,25.37539167,92.431275,28 May 2024 at 4:30 AM,2024-05-28,41.74999897927046
20014,MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,25.388029098510742,91.46977233886719,16 June 2007,2007-06-16,86.75999812781811
20033,MEGH/WKH/78O11/2007/D-14,Meghalaya,West Khasi Hills,Jakrem East slide,25.400230407714844,91.51589965820312,16 June 2007,2007-06-16,104.06999789178371
20035,MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,25.40130043029785,91.45854949951172,18 August 2007,2007-08-18,5.8399998396635056
20037,MEGH/WKH/78O07/2007/D-5,Meghalaya,West Khasi Hills,Umjarain East slide,25.40546989440918,91.53711700439453,18 August 2007,2007-08-18,6.564999763853848
20047,MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,25.424999237060547,91.40499877929688,18 August 2007,2007-08-18,5.8399998396635056
20064,MEGH/WKH/78O07/2007/D-13,Meghalaya,West Khasi Hills,Mawpon slide,25.444650650024414,91.34622192382812,17 July 2007,2007-07-17,134.89999695122242
20096,MEGH/WKH/78O06/2007/D-8,Meghalaya,West Khasi Hills,Nongjyllieh slide,25.50334930419922,91.2833480834961,25 July 2007,2007-07-25,176.3099947432056
20097,MEG/EKH/78O10/2021/04,Meghalaya,East Khasi Hills,,25.50368056,91.72342222,19 July 2007,2007-07-19,64.16499911807477
20099,MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,25.506669998168945,91.2831802368164,19 July 2007,2007-07-19,20.49999962747097
20108,MEGH/WGH/78K02/2007/D-19,Meghalaya,West Garo Hills,Tura town (Rishipara) slide,25.51028060913086,90.21678161621094,27 July 2007,2007-07-27,79.05499823391438
20204,MEGH/EKH/78O14/2007/D-17,Meghalaya,East Khasi Hills,Nongrimbah slide,25.566669464111328,91.90193939208984,08 September 2007,2007-09-08,130.6699974387884
20376,MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,25.686250686645508,91.118358,15 September 2007,2007-09-15,6.834999889135361
20390,MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,25.6948299407959,91.11836242675781,15 September 2007,2007-09-15,6.834999889135361
20486,3344,Meghalaya,West Jaintia Hills,,25.47704743,92.16831285,25 May 2020,2020-05-25,52.56499927304685
20487,3348,Meghalaya,West Jaintia Hills,,25.46307925,92.25426106,26 May 2020,2020-05-26,220.63999721221626
20488,3215,Meghalaya,East Khasi Hills,,25.5667327,91.9146185,04 October 2024,2024-10-04,20.10499945282936
20489,3351,Meghalaya,West Jaintia Hills,,25.28422636,92.11294194,26 June 2020,2020-06-26,154.28499715495855
20490,3345,Meghalaya,West Jaintia Hills,,25.2842285,92.11314877,26 May 2020,2020-05-26,120.45999820157886
20511,ML-1/2010,Meghalaya,East Khasi Hills,Wall collase of mosque,25.57711111,91.88141667,27 August 2010,2010-08-27,28.029999527148902
20512,ML-2/2010,Meghalaya,East Khasi Hills,Meghalaya Police's C.I.D Quarters,25.56183333,91.86855556,28 June 2010,2010-06-28,60.744998938404024
20513,ML-3/2010,Meghalaya,East Khasi Hills,Lumsohra,25.57188889,91.90127778,28 June 2010,2010-06-28,58.90499868430197
20514,ML-4/2010,Meghalaya,East Khasi Hills,CathedralChurch,25.56852778,91.89219444,28 June 2010,2010-06-28,60.744998938404024
20517,ML-6/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,25.13561111,92.38050079345703,22 April 2010,2010-04-22,116.06999864988029
20518,ML-7/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,25.13486111,92.38200378417969,22 April 2010,2010-04-22,116.06999864988029
20519,ML-8/2010,Meghalaya,Jaintia Hills,Sonapur,25.12383333,92.38519444,22 April 2010,2010-04-22,116.06999864988029
20520,ML-9/2010,Meghalaya,Jaintia Hills,Kulyng Slide,25.07533333,92.36341667,22 April 2010,2010-04-22,99.29999758675694
20521,ML-10/2010,Meghalaya,Jaintia Hills,Umkiang Slide,25.05108333,92.40219444,22 April 2010,2010-04-22,73.92499759048223
20522,ML-11/2010,Meghalaya,Jaintia Hills,Dona Slide,25.04305556,92.42041667,22 April 2010,2010-04-22,73.92499759048223
20523,ML-12/2010,Meghalaya,Jaintia Hills,Ratachera Slide,25.04222222,92.44127778,22 April 2010,2010-04-22,73.92499759048223
20524,ML-01/2012-13,Meghalaya,West Khasi Hills,Pynden Shallang slide,25.36497222,91.02411111,01 May 2012 at 3 AM,2012-05-01,17.721999280154705
20534,ML-11/2012-13,Meghalaya,Ri-Bhoi,19th Mile slide,26.00361111,92.86361111,26 July 2012 at 5AM,2012-07-26,62.04499900341034
20535,ML-13/2012-13,Meghalaya,West Khasi Hills,Porsohsat slide,25.53086111,91.29780556,21 August 2012 at 10:30am,2012-08-21,76.86999797075987
20538,ML- 94/2011,Meghalaya,Ri-Bhoi,Umsaw Khwan slide,25.67469444,91.88652778,26 June 2011,2011-06-26,8.669999837875366
20593,ME/EWK/2025/1,Meghalaya,Eastern-West Khasi Hill,Kynshi,25.55256111,91.61870278,28 June 2024,2024-06-28,8.164999835193157
22157,MIZO/AIZ/84A10/2007/E-4,Mizoram,Aizawl,Ramhlun Vengther slide,23.74416732788086,92.730472,2 September and 8 September 2007,2007-09-08,119.98499785363674
22177,MIZO/AIZ/84A10/2007/E-3,Mizoram,Aizawl,Bawng Venglai slide,23.751693725585938,92.731528,8 September 2007,2007-09-08,119.98499785363674
22907,MIZ/AZL/2022/39,Mizoram,Hnahthial,"Shalom Vengthar, Bawngkawn",22.91452778,92.89333333,14 November 2022,2022-11-14,0.0
22919,MIZ/AZL/2022/51,Mizoram,Aizawl,Hualngohmun to Samtlang road,23.70827778,92.71711111,"23 July 2022, October 2022",2022-07-23,40.34999920800328
22921,MIZ/AZL/2022/53,Mizoram,Aizawl,"Tuikual N, D Mual",23.73053889,92.716019,22 June 2018,2018-06-22,2.204999938607216
22948,MIZ/AZL/2023/80,Mizoram,Aizawl,Melriat,23.59944444,92.72019444,"9 June 2023, 2020, 2021, 2022",2023-06-09,119.34499780740589
22949,MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,23.51980556,92.70066667,13 August 2023,2023-08-13,0.8249999731779099
22953,MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,24.27138889,92.95999908447266,24 July 2023,2023-07-24,36.59499894827604
22970,MIZ/AZL/2023/102,Mizoram,Aizawl,,24.18561111,92.94536111,15 August 2013,2013-08-15,43.00499858148396
22994,MIZ/AZL/2023/126,Mizoram,Aizawl,,23.86638889,92.88138889,"2 October 2022, September 2023",2022-10-02,35.904999170452356
23010,MIZ/AZL/2023/142,Mizoram,Aizawl,,23.57166667,92.71083333,9 June 2023,2023-06-09,119.34499780740589
23011,MIZ/AZL/2023/143,Mizoram,Aizawl,,23.58388889,92.71722222,8 August 2023,2023-08-08,39.10499892011285
23012,MIZ/AZL/2023/144,Mizoram,Aizawl,,23.58591667,92.71777778,25 July 2023,2023-07-25,12.329999477602541
23013,MIZ/AZL/2023/145,Mizoram,Aizawl,,23.55944444,92.70833333,06 July 2023,2023-07-06,0.05999999865889549
23014,MIZ/AZL/2023/146,Mizoram,Aizawl,,23.54380556,92.70136111,06 August 2023,2023-08-06,133.08499786257744
23015,MIZ/AZL/2023/147,Mizoram,Aizawl,,23.54027778,92.70138889,06 August 2023,2023-08-06,133.08499786257744
23016,MIZ/AZL/2023/148,Mizoram,Aizawl,,23.53986111,92.70063889,06 August 2023,2023-08-06,133.08499786257744
23017,MIZ/AZL/2023/149,Mizoram,Aizawl,,23.53499984741211,92.69694444,28 July 2023,2023-07-28,1.5399999655783176
23018,MIZ/AZL/2023/150,Mizoram,Aizawl,,23.53333333,92.69722222,2 August 2023,2023-08-02,34.97999926190823
23019,MIZ/AZL/2023/151,Mizoram,Aizawl,,23.52972222,92.69611111,3 August 2023,2023-08-03,9.719999764114618
23020,MIZ/AZL/2023/152,Mizoram,Aizawl,,23.49991667,92.70136111,2 June 2023,2023-06-02,0.14999999850988388
23021,MIZ/AZL/2023/153,Mizoram,Aizawl,,23.5,92.70111111,09 August 2023,2023-08-09,5.559999857097864
23023,MIZ/AZL/2023/155,Mizoram,Aizawl,,23.78138889,92.67638889,25 October 2023,2023-10-25,0.16499999165534973
23024,MIZ/KOL/2023/156,Mizoram,Kolasib,,23.93194444,92.65222222,"17 September 2023, 2019, 2018",2023-09-17,24.364999424666166
23025,MIZ/KOL/2023/157,Mizoram,Kolasib,,23.93027778,92.65249633789062,17 September 2023,2023-09-17,24.364999424666166
23026,MIZ/KOL/2023/158,Mizoram,Kolasib,,23.05805556,92.67583333,12 August 2023,2023-08-12,10.034999877214432
