record_id,sample_id,latitude,longitude,state,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,road_distance_m,settlement_distance_m,label,sample_type
L_20193,20193,25.559999465942383,90.33999633789062,Meghalaya,745,15,212,10,30.0,378.3895722466187,8832.42060088538,1,landslide
L_20420,20420,25.809999465942383,91.0199966430664,Meghalaya,431,26,104,30,32.0,172.33484930081704,16981.353303106738,1,landslide
L_20418,20418,25.799999237060547,91.11000061035156,Meghalaya,513,22,350,10,31.0,463.0145142844665,16095.036129283148,1,landslide
L_20425,20425,25.850000381469727,91.16999816894533,Meghalaya,78,2,331,10,30.0,57.16617679829967,15036.461402084591,1,landslide
L_20421,20421,25.829999923706055,91.13999938964844,Meghalaya,384,12,350,10,30.0,149.09698180658077,18337.964592680964,1,landslide
L_20424,20424,25.84000015258789,91.47000122070312,Meghalaya,359,19,34,10,29.0,80.67546830745734,12958.678981297224,1,landslide
L_23179,23179,23.59638889,92.81583333,Mizoram,603,38,95,30,33.0,34.55348499409708,715.8405930774169,1,landslide
L_23183,23183,23.60277778,92.81444444,Mizoram,536,16,97,30,32.0,24.25337710955669,365.55676987261234,1,landslide
L_23195,23195,23.60972222,92.80027778,Mizoram,427,25,212,10,30.0,12.702802486347084,1376.1099032753843,1,landslide
L_23213,23213,23.62194444,92.78972222,Mizoram,266,19,273,10,29.0,29.173689493127913,308.2953056605753,1,landslide
L_23224,23224,23.61000061035156,92.75055556,Mizoram,728,34,136,10,31.0,22.310859979538513,3278.9766560415856,1,landslide
L_23296,23296,23.51611111,92.69833333,Mizoram,774,21,292,10,30.0,8.359525440548836,4023.174531927507,1,landslide
L_23458,23458,23.73944444,92.81333333,Mizoram,438,23,254,10,31.0,61.772086724230576,1403.758883517222,1,landslide
L_23616,23616,23.56363611,93.12608056,Mizoram,754,24,148,10,30.0,543.5377174675497,3573.873028686639,1,landslide
L_23621,23621,23.55426111,93.110175,Mizoram,805,20,303,10,34.0,265.61285556743655,3564.3291702509896,1,landslide
L_24106,24106,23.105869,92.746616,Mizoram,740,17,245,10,32.0,16.457388514314673,6472.396841546032,1,landslide
L_18302,18302,24.329999923706055,93.66000366210938,Manipur,1056,12,103,10,36.0,531.9422255626602,1389.347385883171,1,landslide
L_18119,18119,24.13999938964844,93.93000030517578,Manipur,952,15,220,10,32.0,972.3407200869816,1777.413493401997,1,landslide
L_18568,18568,24.729999542236328,93.12999725341795,Manipur,26,1,90,40,26.0,42.65848931067718,848.4622280650191,1,landslide
L_18582,18582,24.739999771118164,93.1500015258789,Manipur,87,16,55,10,27.0,175.7212483867065,522.0758299879816,1,landslide
L_18550,18550,24.719999313354492,93.18000030517578,Manipur,251,21,88,10,23.0,323.0230243053118,2131.124685891997,1,landslide
L_18203,18203,24.239999771118164,93.0999984741211,Manipur,800,2,209,10,30.0,63.91557615186316,1098.7174943546918,1,landslide
L_22603,22603,24.201154,92.944079,Mizoram,584,28,93,10,28.0,16.29116935859343,534.9150980468277,1,landslide
L_22576,22576,24.18266868591309,92.950748,Mizoram,465,37,295,10,29.0,5.079102104405375,609.5660886860057,1,landslide
L_22573,22573,24.175865173339844,92.945618,Mizoram,510,28,324,10,30.0,11.625852495351731,1053.2714815599234,1,landslide
L_22611,22611,24.222837448120117,92.952639,Mizoram,599,2,180,10,30.0,6.049520226243994,553.1536075305569,1,landslide
L_22617,22617,24.233808,92.978777,Mizoram,587,16,30,10,29.0,5.679709067863874,1048.4704549049518,1,landslide
L_22541,22541,24.091081,92.795582,Mizoram,922,20,3,10,32.0,5.104383406972511,10265.545015901436,1,landslide
L_22546,22546,24.091760635375977,92.803968,Mizoram,654,20,85,10,30.0,53.962641620055614,9465.566490146268,1,landslide
L_22567,22567,24.162021,92.797605,Mizoram,752,26,325,10,29.0,8.299718910636768,8160.348259713237,1,landslide
L_22565,22565,24.1466064453125,92.796528,Mizoram,723,36,104,10,30.0,10.067407105738496,9868.2060650419,1,landslide
L_22536,22536,24.081381,92.793089,Mizoram,910,18,174,10,33.0,8.97123770624378,10294.062977838716,1,landslide
L_22482,22482,24.025487,92.907485,Mizoram,1031,33,263,10,26.0,7.508128859498455,1754.2901514002313,1,landslide
L_22520,22520,24.066822052001953,92.893593,Mizoram,1003,12,160,10,31.0,8.864921244920456,63.35457022309898,1,landslide
L_22480,22480,24.024826049804688,92.888859,Mizoram,1198,20,95,10,30.0,6.425395135837632,235.549590931112,1,landslide
L_22581,22581,24.187211990356445,92.633859,Mizoram,199,15,97,10,28.0,1611.834773090265,6196.213660163824,1,landslide
L_22572,22572,24.171459,92.641035,Mizoram,140,13,193,10,26.0,3502.007088844301,5532.952030121268,1,landslide
L_22571,22571,24.170329,92.641325,Mizoram,131,8,303,10,28.0,3484.91401466832,5503.568794987345,1,landslide
L_22627,22627,24.243566513061523,92.645801,Mizoram,66,11,220,10,28.0,17.589764808770042,3720.7360692338407,1,landslide
L_20931,20931,22.530000686645508,92.62000274658205,Mizoram,113,23,263,10,29.0,262.5357733317852,1849.445314042441,1,landslide
L_20827,20827,22.38999938964844,92.63999938964844,Mizoram,100,5,125,10,28.0,217.6008424778433,1076.4086264869168,1,landslide
L_24788,24788,25.780000686645508,93.81999969482422,Nagaland,440,33,34,10,31.0,389.5644248207016,1758.261916720761,1,landslide
L_24789,24789,25.780000686645508,93.81999969482422,Nagaland,440,33,34,10,31.0,389.5644248207016,1758.261916720761,1,landslide
L_25575,25575,26.489999771118164,94.36000061035156,Nagaland,204,12,315,10,28.0,450.70563965653633,1258.350363195891,1,landslide
L_24185,24185,25.520000457763672,93.7300033569336,Nagaland,1282,24,239,10,30.0,243.10865080918225,2310.614557656775,1,landslide
L_24879,24879,25.839778,94.150333,Nagaland,1420,27,162,10,33.0,7.833192213108012,1995.3347947401223,1,landslide
L_24892,24892,25.84322166442871,94.053139,Nagaland,949,21,90,30,32.0,0.3618339740221555,2080.054431262005,1,landslide
L_24896,24896,25.84575080871582,94.055083,Nagaland,951,22,104,10,30.0,6.614563308191134,1780.5157668138093,1,landslide
L_24898,24898,25.847444,94.056361,Nagaland,951,19,159,30,32.0,1.215175752352392,1589.3757518569812,1,landslide
L_24902,24902,25.84980583190918,94.057083,Nagaland,946,21,53,10,32.0,1.1254777728620948,1330.5217564262623,1,landslide
L_24878,24878,25.8397216796875,94.050333,Nagaland,918,15,127,30,32.0,7.188230014580809,2514.865086161113,1,landslide
L_24865,24865,25.833028,94.050056,Nagaland,845,22,114,10,32.0,24.84067910422128,3245.3736473231666,1,landslide
L_25022,25022,25.949277877807617,94.025528,Nagaland,498,29,203,10,29.0,12.44813463846503,7110.411566767636,1,landslide
L_25019,25019,25.948222,94.014361,Nagaland,376,18,247,10,28.0,0.3130978318896303,7106.728005129199,1,landslide
L_24955,24955,25.889361,94.200583,Nagaland,1392,29,187,50,32.0,3.567088755854937,2733.522195707074,1,landslide
L_25035,25035,25.961917,94.21619415283205,Nagaland,1241,21,143,50,29.0,4.3652553623324275,779.0556608718402,1,landslide
L_25053,25053,25.970083236694336,94.213639,Nagaland,1459,36,143,10,29.0,178.4405936028923,269.3880813321134,1,landslide
L_24874,24874,25.839583,94.007194,Nagaland,1233,30,169,10,30.0,8.336009871384741,180.754652070526,1,landslide
L_24893,24893,25.843528,94.011806,Nagaland,1131,25,13,10,28.0,11.087712967840842,483.37015282456247,1,landslide
L_24907,24907,25.85188865661621,94.005056,Nagaland,901,32,2,10,27.0,13.970008838598613,1222.7541081548106,1,landslide
L_24911,24911,25.85474967956543,94.002778,Nagaland,722,27,301,10,25.0,57.37830139682304,1589.8474359118743,1,landslide
L_25366,25366,26.220506,94.550504,Nagaland,1374,41,116,30,32.0,148.6925246901546,1541.0903367281317,1,landslide
L_24827,24827,25.802361,94.430556,Nagaland,1153,29,282,10,29.0,1.8415531836068015,2362.2065925451243,1,landslide
L_24833,24833,25.809861,94.428972,Nagaland,1218,24,73,10,29.0,0.7560655642919085,2978.806233116775,1,landslide
L_25397,25397,26.236111,94.809694,Nagaland,1497,31,282,10,31.0,125.75206464059414,613.8339187860456,1,landslide
L_25375,25375,26.226778030395508,94.801583,Nagaland,1618,30,326,10,30.0,6.6755898414523385,1910.5867519638252,1,landslide
L_25084,25084,26.002187728881836,94.623681,Nagaland,2022,2,180,10,29.0,135.05902403754962,1609.220179891002,1,landslide
L_25245,25245,26.1337890625,94.632141,Nagaland,1243,23,61,30,31.0,2458.2777730815706,2102.7618635755493,1,landslide
L_25184,25184,26.086444,94.564667,Nagaland,1890,21,139,10,29.0,5.182426964748167,5441.865013426301,1,landslide
L_25263,25263,26.156333,94.593611,Nagaland,1795,39,279,30,29.0,6.7976059104929965,966.389172011318,1,landslide
L_25304,25304,26.185479,94.577522,Nagaland,1752,31,321,10,27.0,568.6839973655003,3843.988181190526,1,landslide
L_24970,24970,25.901611328125,94.393694,Nagaland,737,23,119,10,33.0,1030.407034207067,1670.0963277708177,1,landslide
L_24895,24895,25.844972,94.328611,Nagaland,904,30,116,10,33.0,4.524302480867293,832.8746819180597,1,landslide
L_26330,26330,27.22974967956543,88.619361,Sikkim,1183,34,235,10,25.0,2.145960118973977,2144.74429178254,1,landslide
L_26238,26238,27.185972213745117,88.205833,Sikkim,1700,30,101,10,29.0,1.169629172297726,784.1257632307487,1,landslide
L_26240,26240,27.18661117553711,88.206278,Sikkim,1671,29,71,10,29.0,6.944987136345967,860.543630402598,1,landslide
L_26229,26229,27.179278,88.190972,Sikkim,1971,22,125,10,24.0,7.463258145823558,877.4268286209067,1,landslide
L_26130,26130,27.152722,88.190833,Sikkim,1053,16,99,30,28.0,1.9596537438402788,2166.9537104297788,1,landslide
L_26151,26151,27.157861,88.090194,Sikkim,2181,24,293,10,26.0,1.954244018235694,1006.529313555634,1,landslide
L_26166,26166,27.159361,88.09224700927734,Sikkim,2228,26,329,10,25.0,1.4973714544624293,1224.120592870809,1,landslide
L_26126,26126,27.14988899230957,88.096861,Sikkim,2297,25,198,10,23.0,1.46767730324335,1881.7972130941416,1,landslide
L_26208,26208,27.170833,88.086361,Sikkim,2364,18,211,10,24.0,2.58214071587194,1585.7862752367855,1,landslide
L_26217,26217,27.172444,88.089528,Sikkim,2321,28,186,30,23.0,5.692353744411072,1887.0525500005624,1,landslide
L_26213,26213,27.172082901000977,88.090333,Sikkim,2327,17,191,10,23.0,5.174627723635192,1894.229892311232,1,landslide
L_26218,26218,27.173861,88.092111,Sikkim,2334,16,90,30,22.0,4.524256792708803,2156.214846854422,1,landslide
L_26121,26121,27.14405632019043,88.127361,Sikkim,2315,25,173,10,23.0,2.0666008124133044,3645.642981736593,1,landslide
L_26284,26284,27.208250045776367,88.387667,Sikkim,1609,21,272,10,27.0,5.177460720224441,2358.7232237098965,1,landslide
L_26181,26181,27.162750244140625,88.383306,Sikkim,1539,34,296,10,22.0,11.797693525148375,1837.2745879890665,1,landslide
L_364,364,25.82769012451172,92.55657958984376,Assam,466,15,336,10,31.0,4.366387096368005,2652.195559283357,1,landslide
L_346,346,25.75933074951172,92.5225830078125,Assam,713,14,54,10,29.0,3.958072114664536,8911.15587355581,1,landslide
L_25849,25849,25.49395751953125,93.657962,Nagaland,1228,13,107,10,29.0,2.2234692791291524,2988.7506250526717,1,landslide
L_25840,25840,25.576594,93.78376770019533,Nagaland,1476,28,149,30,31.0,0.2766177318185298,5018.766161968994,1,landslide
L_25844,25844,25.576671,93.815779,Nagaland,1626,25,58,10,32.0,5.4179599928831665,2483.3884554913725,1,landslide
L_25846,25846,25.591228485107425,93.851831,Nagaland,1729,19,292,50,26.0,9.939862679357317,2007.336269748818,1,landslide
L_25847,25847,25.59045791625977,93.851498,Nagaland,1748,37,318,50,28.0,10.32909560181066,1939.47058207147,1,landslide
L_25837,25837,25.56335067749023,93.737232,Nagaland,1247,25,49,50,33.0,16.345130593434416,2556.112522110922,1,landslide
L_25839,25839,25.568534,93.726285,Nagaland,1100,36,309,10,27.0,33.00908892502365,3243.0655628595105,1,landslide
L_25841,25841,25.569568634033203,93.788068,Nagaland,1523,16,339,10,30.0,7.253709941963948,5030.269830089235,1,landslide
L_25843,25843,25.57699203491211,93.809083,Nagaland,1574,33,138,30,30.0,1.874576909566163,2877.745230792677,1,landslide
L_22918,22918,23.65538889,92.71161111,Mizoram,866,49,151,30,31.0,8.398663231237913,4706.008905934694,1,landslide
L_25783,25783,25.8817748,94.1887571,Nagaland,1414,27,170,50,30.0,12.681219004538455,3857.3576217010727,1,landslide
L_25991,25991,26.0178417,94.6092667,Nagaland,1878,32,71,10,28.0,803.0518569754004,2646.3229824958585,1,landslide
L_25999,25999,26.032222747802734,94.59051513671876,Nagaland,1483,37,336,10,26.0,15.64775263254295,3432.7087132646616,1,landslide
L_19596,19596,25.463329315185547,93.987388,Manipur,1659,40,292,10,27.0,30.82895411579229,10569.67266472346,1,landslide
L_26012,26012,25.840229034423828,94.435067,Nagaland,1758,21,336,50,29.0,13.225130369855938,6334.342159014319,1,landslide
L_26014,26014,25.914367,94.458981,Nagaland,1645,40,174,30,31.0,7.710980649511858,1070.7993669633331,1,landslide
L_26016,26016,25.8402099609375,94.435083,Nagaland,1758,21,336,50,29.0,10.706925580889,6332.822172837953,1,landslide
L_26021,26021,25.80344009399414,94.399158,Nagaland,1815,30,221,50,31.0,10.360445667270428,2566.165490588352,1,landslide
L_26022,26022,25.926408,94.469758,Nagaland,1757,44,247,10,33.0,20.149891226631656,2236.1779835542275,1,landslide
L_26023,26023,25.809925079345703,94.398172,Nagaland,1805,30,355,10,30.0,2.7578499567232875,3201.3366098789497,1,landslide
L_26027,26027,25.840341567993164,94.435119,Nagaland,1765,29,302,60,29.0,14.497218610830696,6347.804755655305,1,landslide
L_2029,2029,27.24867057800293,92.737685,Arunachal Pradesh,1404,43,239,10,27.0,3.919380583381515,2303.7639014107317,1,landslide
L_2030,2030,27.28842544555664,92.769407,Arunachal Pradesh,814,36,337,10,25.0,5.436436885563653,950.6253742783492,1,landslide
L_2072,2072,27.76210021972656,94.0562973022461,Arunachal Pradesh,716,32,241,10,30.0,1.6393704184124875,4055.359245692722,1,landslide
L_2073,2073,27.76300048828125,94.03700256347656,Arunachal Pradesh,484,27,4,10,31.0,8.787708415019912,2731.9576399418165,1,landslide
L_1513,1513,28.140914916992188,95.266966,Arunachal Pradesh,515,37,97,30,30.0,40.7795350374062,547.4834003649542,1,landslide
L_1512,1512,28.140639,95.292122,Arunachal Pradesh,273,30,204,10,26.0,104.20926737023166,1951.628017665313,1,landslide
L_1525,1525,28.14584732055664,95.273686,Arunachal Pradesh,324,49,23,10,28.0,512.7746039551092,423.07836265955694,1,landslide
L_1661,1661,28.255261,95.582613,Arunachal Pradesh,428,25,106,10,27.0,255.7148910352016,1722.962547439648,1,landslide
L_1663,1663,28.25570297241211,95.55061340332033,Arunachal Pradesh,648,34,125,60,27.0,382.91139354494806,4862.581556946994,1,landslide
L_1692,1692,28.264888,95.55057525634766,Arunachal Pradesh,474,63,47,60,25.0,194.54607781402277,5008.396007930512,1,landslide
L_1474,1474,28.097163,95.270824,Arunachal Pradesh,338,18,340,10,26.0,76.858958001933,4996.781021991494,1,landslide
L_1476,1476,28.099376,95.2726821899414,Arunachal Pradesh,261,20,100,10,26.0,102.78581266958696,4749.383115585508,1,landslide
L_1151,1151,27.423722,93.007583,Arunachal Pradesh,428,30,115,30,28.0,397.19705505845417,783.8530864006103,1,landslide
L_1093,1093,27.30061149597168,93.093417,Arunachal Pradesh,759,11,191,30,31.0,4.1684284636124485,510.13417023142085,1,landslide
L_995,995,27.18869400024414,93.136056,Arunachal Pradesh,1524,31,316,30,27.0,509.5785719900449,2038.0064727186484,1,landslide
L_1332,1332,27.81480598449707,93.52100372314452,Arunachal Pradesh,943,26,123,30,26.0,2.030495101396218,1099.2543104445804,1,landslide
L_1345,1345,27.83049964904785,94.157444,Arunachal Pradesh,1245,24,225,10,28.0,7.451559870363568,3520.510697082514,1,landslide
L_1298,1298,27.759361267089844,94.047083,Arunachal Pradesh,624,30,176,30,30.0,2.477947107248754,3712.8896314464055,1,landslide
L_1297,1297,27.758889,94.059833,Arunachal Pradesh,734,38,208,30,29.0,3.149020562138958,4305.706397742614,1,landslide
L_1680,1680,28.261379,95.566909,Arunachal Pradesh,478,19,210,10,29.0,127.995496986211,3358.5863399838818,1,landslide
L_1688,1688,28.26346778869629,95.570661,Arunachal Pradesh,476,23,300,10,29.0,478.5740492554043,3073.006351117554,1,landslide
L_1560,1560,28.181365,95.470102,Arunachal Pradesh,380,39,73,10,28.0,158.5759947123256,2426.1496145735086,1,landslide
L_1564,1564,28.186582,95.471126,Arunachal Pradesh,406,27,237,30,29.0,666.719502986598,2555.3670764241565,1,landslide
L_1739,1739,28.309001922607425,95.754702,Arunachal Pradesh,940,35,304,10,28.0,10191.36224883404,3821.48695137339,1,landslide
L_1751,1751,28.315484,95.982181,Arunachal Pradesh,964,34,256,10,24.0,1023.2083232021578,1989.2892813082476,1,landslide
L_1715,1715,28.271379470825195,95.90605926513672,Arunachal Pradesh,2413,46,194,10,22.0,20.347003346853196,8048.225144122441,1,landslide
L_1389,1389,27.912805557250977,94.726972,Arunachal Pradesh,671,35,236,60,29.0,17.015974140252432,1790.1393400835548,1,landslide
L_1410,1410,27.957305908203125,94.68624877929688,Arunachal Pradesh,646,18,279,10,27.0,13.177545062936392,2865.13492607559,1,landslide
L_1405,1405,27.944444,94.692528,Arunachal Pradesh,800,30,210,60,25.0,3.6725250294846385,3136.6863120337266,1,landslide
L_1403,1403,27.942916870117188,94.694528,Arunachal Pradesh,815,27,251,50,26.0,8.369456158339673,3105.461891476672,1,landslide
L_1402,1402,27.941749572753903,94.69569396972656,Arunachal Pradesh,841,22,336,10,26.0,4.808122701427775,3119.88673586529,1,landslide
L_1399,1399,27.938056,94.700306,Arunachal Pradesh,894,35,200,60,25.0,2.536109625411325,3179.044724539144,1,landslide
L_1398,1398,27.937861,94.702139,Arunachal Pradesh,926,33,207,60,27.0,5.384572670186138,3109.1564032090773,1,landslide
L_1397,1397,27.933611,94.703472,Arunachal Pradesh,974,22,352,30,25.0,2.444308397749439,3480.1735981172915,1,landslide
L_1391,1391,27.91494369506836,94.721806,Arunachal Pradesh,709,41,229,10,29.0,26.881137314657348,2350.846562971058,1,landslide
L_1302,1302,27.760917,93.995583,Arunachal Pradesh,426,39,24,10,30.0,1.5491020380580338,1324.214331774763,1,landslide
L_1025,1025,27.234139,93.707861,Arunachal Pradesh,441,36,126,30,29.0,19.34038899032624,2889.4868991517565,1,landslide
L_1018,1018,27.22075080871582,93.581167,Arunachal Pradesh,714,33,210,50,28.0,8.70156375731669,1020.2414120911202,1,landslide
L_1023,1023,27.228055953979492,93.568972,Arunachal Pradesh,725,36,216,50,28.0,9.123889775615172,2338.0981475097597,1,landslide
L_1055,1055,27.260444,93.78949737548828,Arunachal Pradesh,365,25,112,50,27.0,6.834108618992185,675.2792966287451,1,landslide
L_1321,1321,27.793916702270508,94.7288055419922,Arunachal Pradesh,821,31,2,10,24.0,13.342556774098318,2989.366390114183,1,landslide
L_1316,1316,27.788194,94.724194,Arunachal Pradesh,850,37,13,10,24.0,13.387985007479974,3533.6735330001256,1,landslide
L_1287,1287,27.720443725585938,94.721528,Arunachal Pradesh,339,16,141,10,28.0,1258.6571068008077,1378.8918481618125,1,landslide
L_1315,1315,27.78683280944824,94.720111,Arunachal Pradesh,848,41,12,10,27.0,18.28960684072523,3669.4373573108146,1,landslide
L_1309,1309,27.773971557617188,94.7135009765625,Arunachal Pradesh,619,32,331,10,27.0,1.9032515488966224,4788.532236640282,1,landslide
L_1300,1300,27.760194,94.712278,Arunachal Pradesh,454,35,231,10,29.0,14.06866955373928,3264.8252630519173,1,landslide
L_1299,1299,27.75955581665039,94.712333,Arunachal Pradesh,455,34,312,10,28.0,4.157750227407058,3193.9409764741968,1,landslide
L_1294,1294,27.757417,94.716167,Arunachal Pradesh,380,19,313,10,29.0,12.689423534587547,2964.030245720444,1,landslide
L_1291,1291,27.754806,94.715444,Arunachal Pradesh,387,30,265,10,27.0,12.451085320479764,2670.2587935269457,1,landslide
L_1289,1289,27.75261116027832,94.71749877929688,Arunachal Pradesh,380,32,156,10,28.0,31.92879596278671,2450.2556990410753,1,landslide
L_1286,1286,27.706249237060547,94.673833,Arunachal Pradesh,268,16,280,10,28.0,48.233151562338165,4778.563841726301,1,landslide
L_1285,1285,27.703222274780273,94.6727523803711,Arunachal Pradesh,266,20,228,30,28.0,27.55774228038327,5061.4968139415405,1,landslide
L_1283,1283,27.68858337402344,94.68099975585938,Arunachal Pradesh,271,24,329,10,28.0,9.561287938985725,3689.0167271588025,1,landslide
L_1282,1282,27.687999725341797,94.67874908447266,Arunachal Pradesh,297,13,19,50,26.0,13.875241871489107,3737.767730586335,1,landslide
L_1281,1281,27.683889,94.682444,Arunachal Pradesh,287,43,214,10,30.0,16.692004210803287,3162.0107463502195,1,landslide
L_1341,1341,27.825694,94.74700164794922,Arunachal Pradesh,727,25,138,30,31.0,18.72609962359571,2657.487130640496,1,landslide
L_1330,1330,27.804944,94.719861,Arunachal Pradesh,903,21,297,30,24.0,20.134659797607295,1664.5148711350007,1,landslide
L_1329,1329,27.80436134338379,94.715056,Arunachal Pradesh,982,25,9,10,25.0,20.20709389947385,1817.269763466669,1,landslide
L_1324,1324,27.797389,94.735333,Arunachal Pradesh,838,36,282,10,27.0,21.2534697872234,2879.5085961286695,1,landslide
L_1322,1322,27.79433250427246,94.73075103759766,Arunachal Pradesh,797,25,351,10,23.0,4.675914085671376,3001.8829382631534,1,landslide
L_942,942,27.11554527282715,95.733337,Arunachal Pradesh,550,30,230,10,31.0,8.85398018023512,573.3947454558102,1,landslide
L_944,944,27.115869522094727,95.733019,Arunachal Pradesh,548,32,228,30,31.0,5.925908573514038,530.5029039817094,1,landslide
L_938,938,27.112268447875977,95.736125,Arunachal Pradesh,525,28,220,10,27.0,5.204417842624643,729.8513585132706,1,landslide
L_910,910,27.093755,95.731806,Arunachal Pradesh,767,20,331,10,29.0,30.809547547889025,201.6210218815144,1,landslide
L_971,971,27.160064697265625,95.754919,Arunachal Pradesh,558,36,90,10,30.0,47.41783544035839,773.8341027672463,1,landslide
L_1175,1175,27.47661399841309,96.408544,Arunachal Pradesh,526,47,54,10,25.0,36.946520004421835,4362.01347394833,1,landslide
L_1172,1172,27.470221,96.407798,Arunachal Pradesh,532,23,81,10,28.0,8.034752404270023,4828.176183454478,1,landslide
L_1181,1181,27.520111083984375,92.997139,Arunachal Pradesh,602,31,203,10,26.0,10.094580888605604,884.235137014684,1,landslide
L_1195,1195,27.54627799987793,92.981472,Arunachal Pradesh,626,36,235,10,24.0,0.6797010881149039,1731.4755010088038,1,landslide
L_1196,1196,27.549388885498047,92.979028,Arunachal Pradesh,636,40,235,10,25.0,0.9812689375714808,1442.6304338453003,1,landslide
L_1199,1199,27.553611,92.975583,Arunachal Pradesh,585,37,251,10,24.0,2.281606453509901,985.6152321265988,1,landslide
L_1187,1187,27.53969383239746,92.991306,Arunachal Pradesh,756,27,252,10,26.0,23.657144521210057,881.0627448024746,1,landslide
L_1226,1226,27.563167,92.975139,Arunachal Pradesh,520,32,193,30,26.0,3.690135388227912,251.04852980812456,1,landslide
L_1231,1231,27.571111,92.965556,Arunachal Pradesh,585,7,206,10,24.0,10.638310056380757,451.46542502668194,1,landslide
L_1191,1191,27.542638778686523,92.954417,Arunachal Pradesh,1261,39,131,10,23.0,5.846268400143248,607.7634195008036,1,landslide
L_1198,1198,27.55263900756836,92.965861,Arunachal Pradesh,902,37,94,10,25.0,7.863925366539525,1299.244203695068,1,landslide
L_1200,1200,27.555194,92.966222,Arunachal Pradesh,832,32,336,10,23.0,13.35817217692274,1201.82380818632,1,landslide
L_1202,1202,27.555583,92.963028,Arunachal Pradesh,816,31,18,10,24.0,15.03970068438076,894.7448192769074,1,landslide
L_1184,1184,27.53350067138672,92.964861,Arunachal Pradesh,1103,39,126,10,25.0,0.5200818250882648,126.98563580289512,1,landslide
L_1183,1183,27.530555725097656,92.959167,Arunachal Pradesh,1089,34,125,10,26.0,2.7931218298078693,670.4161366674521,1,landslide
L_1190,1190,27.542388916015625,92.946306,Arunachal Pradesh,1253,27,161,10,24.0,5.156464659020864,236.7934640465689,1,landslide
L_1522,1522,28.14530563354492,95.239167,Arunachal Pradesh,591,37,186,50,29.0,9.449077740718415,3277.1138419921717,1,landslide
L_1533,1533,28.154111,95.18169403076172,Arunachal Pradesh,474,62,313,10,25.0,11.006425228053924,2970.7773160124816,1,landslide
L_1547,1547,28.169583,95.223917,Arunachal Pradesh,316,40,229,50,28.0,10.549297845723284,2373.099599217116,1,landslide
L_1555,1555,28.175556182861328,95.221861,Arunachal Pradesh,324,48,15,10,25.0,6.48357772139606,1870.555976653716,1,landslide
L_1404,1404,27.944389,95.117586,Arunachal Pradesh,333,14,63,10,26.0,92.3703611505853,1165.178088119581,1,landslide
L_864,864,26.897502,95.542612,Arunachal Pradesh,1425,18,158,10,28.0,17.093567684852687,406.87801397782863,1,landslide
L_1831,1831,28.52280616760254,95.172639,Arunachal Pradesh,784,30,140,10,27.0,28.0082822631452,2979.5463401368775,1,landslide
L_1832,1832,28.527722,95.173556,Arunachal Pradesh,789,28,123,10,27.0,23.485776549783612,2461.465435096039,1,landslide
L_1834,1834,28.528778076171875,95.173278,Arunachal Pradesh,811,37,70,10,27.0,1.912058515856302,2377.7286750985822,1,landslide
L_1559,1559,28.18113899230957,95.225944,Arunachal Pradesh,296,40,256,60,27.0,19.65058793252384,2128.967566072884,1,landslide
L_1166,1166,27.45916748046875,95.233639,Arunachal Pradesh,117,3,228,40,28.0,76.93295395815284,4639.568893697278,1,landslide
L_1770,1770,28.38680648803711,95.240111,Arunachal Pradesh,675,30,25,50,29.0,10.425972231552295,983.719307763324,1,landslide
L_1830,1830,28.516082763671875,95.178028,Arunachal Pradesh,807,22,227,30,27.0,26.494646395145033,3490.430450203357,1,landslide
L_1829,1829,28.514083,95.178278,Arunachal Pradesh,776,31,267,10,28.0,29.527221729201287,3700.1269996762735,1,landslide
L_1142,1142,27.396722,92.163861,Arunachal Pradesh,1902,45,96,10,21.0,88.97444448726993,2507.013237425315,1,landslide
L_1140,1140,27.394306182861328,92.157333,Arunachal Pradesh,1846,43,191,50,20.0,20.310585115110715,3094.640025171156,1,landslide
L_1177,1177,27.483667373657227,92.1092529296875,Arunachal Pradesh,3704,36,237,60,17.0,3.559882208083737,2551.794983882168,1,landslide
L_1178,1178,27.496333,92.104333,Arunachal Pradesh,4147,33,101,60,19.0,10.434954374128424,1172.1563939531989,1,landslide
L_1002,1002,27.204139,92.529278,Arunachal Pradesh,1228,50,250,60,28.0,4.815714214068927,434.4585194423579,1,landslide
L_1045,1045,27.248722076416016,92.737722,Arunachal Pradesh,1404,43,239,10,27.0,7.27954706517974,2299.638298397346,1,landslide
L_925,925,27.103639,92.76024627685548,Arunachal Pradesh,380,40,53,10,25.0,9236.936580183376,10040.068163795915,1,landslide
L_943,943,27.115694046020508,92.763028,Arunachal Pradesh,417,15,142,10,29.0,8265.099659233914,9196.66977526574,1,landslide
L_909,909,27.09202766418457,92.597028,Arunachal Pradesh,210,39,115,10,26.0,6.443856222495271,694.3631467373514,1,landslide
L_1620,1620,28.234832763671875,94.972278,Arunachal Pradesh,252,31,348,10,26.0,15.527345920264128,1578.595228596795,1,landslide
L_1361,1361,27.85944366455078,94.789222,Arunachal Pradesh,422,10,354,10,26.0,2.1568573814323995,1415.8844431951272,1,landslide
L_1365,1365,27.868667,94.787083,Arunachal Pradesh,330,2,114,60,29.0,12.432416957239033,1664.887392605655,1,landslide
L_1374,1374,27.897361,94.844111,Arunachal Pradesh,717,30,158,10,29.0,5535.79795297619,1686.7085526971691,1,landslide
